"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"BEZPGR";"E_E";"E_EM";"E_EW";"E_E00_01";"E_E01_02";"E_E02_03";"E_E03_05";"E_E05_06";"E_E06_07";"E_E07_08";"E_E08_10";"E_E10_12";"E_E12_14";"E_E14_15";"E_E15_18";"E_E18_21";"E_E21_25";"E_E25_27";"E_E27_30";"E_E30_35";"E_E35_40";"E_E40_45";"E_E45_50";"E_E50_55";"E_E55_60";"E_E60_63";"E_E63_65";"E_E65_67";"E_E67_70";"E_E70_75";"E_E75_80";"E_E80_85";"E_E85_90";"E_E90_95";"E_E95_110";"E_EU1";"E_E1U6";"E_E6U15";"E_E15U18";"E_E18U25";"E_E25U55";"E_E55U65";"E_E65U80";"E_E80U110"
"202512";"08100206";"08";"10";"02";"06";"0810";9322;4748;4574;65;69;72;137;67;68;65;122;111;118;75;221;223;414;282;577;1173;1302;1010;685;462;484;325;162;143;190;257;192;138;92;18;3;65;345;559;221;637;5491;971;782;251
"202512";"08100207";"08";"10";"02";"07";"0810";7407;3703;3704;57;74;57;147;64;72;69;169;173;140;98;265;286;368;204;312;625;676;653;541;480;409;256;154;118;205;261;221;153;61;39;0;57;342;721;265;654;3491;819;805;253
"202512";"08100208";"08";"10";"02";"08";"0810";12034;6298;5736;87;92;91;181;83;75;95;186;211;199;86;277;362;581;420;648;1582;1648;1247;829;652;609;390;229;183;207;273;215;184;82;15;15;87;447;852;277;943;7026;1228;878;296
"202512";"08100209";"08";"10";"02";"09";"0810";8964;4803;4161;78;79;72;145;71;53;61;132;124;154;62;204;311;514;359;624;1167;1103;742;562;434;492;289;161;122;179;230;155;120;101;49;15;78;367;586;204;825;4991;942;686;285
"202512";"08100310";"08";"10";"03";"10";"0810";7555;3701;3854;49;52;56;123;63;42;42;102;114;129;57;195;173;301;183;414;862;871;848;688;497;493;313;139;135;150;174;145;78;55;12;0;49;294;486;195;474;4363;945;604;145
"202512";"08100311";"08";"10";"03";"11";"0810";7103;3582;3521;54;44;47;88;33;52;51;84;87;101;46;128;135;247;186;450;874;862;799;635;494;411;257;180;110;151;195;146;86;55;15;0;54;212;421;128;382;4300;848;602;156
"202512";"08100312";"08";"10";"03";"12";"0810";11671;5851;5820;72;88;84;187;101;84;88;208;199;166;94;212;247;385;354;677;1375;1512;1338;1037;733;644;393;228;221;220;286;206;125;88;13;6;72;460;839;212;632;7026;1265;933;232
"202512";"08100313";"08";"10";"03";"13";"0810";3722;1857;1865;31;21;19;55;36;40;15;61;43;54;22;88;67;151;103;161;330;337;320;318;242;256;196;100;83;120;148;101;103;70;31;0;31;131;235;88;218;1811;552;452;204
"202512";"08100314";"08";"10";"03";"14";"0810";7993;4181;3812;58;44;53;106;56;47;66;105;104;131;67;168;233;355;262;519;1126;1097;814;621;449;401;227;128;118;140;199;148;78;61;9;3;58;259;520;168;588;4888;756;605;151
"202512";"08100415";"08";"10";"04";"15";"0810";6403;3287;3116;52;50;61;108;50;47;42;112;112;93;43;141;148;266;180;389;869;909;657;461;312;299;204;118;124;124;178;105;74;56;19;0;52;269;449;141;414;3777;621;531;149
"202512";"08100416";"08";"10";"04";"16";"0810";6603;3388;3215;58;71;57;99;62;55;57;100;119;110;49;134;163;277;204;389;740;874;744;508;326;315;202;153;102;134;205;143;92;40;18;3;58;289;490;134;440;3785;670;584;153
"202512";"08100417";"08";"10";"04";"17";"0810";9621;5068;4553;82;70;78;192;77;63;69;147;146;115;54;203;297;466;313;646;1293;1345;986;678;482;473;279;167;156;165;211;162;117;65;15;9;82;417;594;203;763;5743;919;694;206
"202512";"08100418";"08";"10";"04";"18";"0810";9227;4621;4606;57;75;74;152;73;70;78;131;129;114;56;194;199;389;245;517;1094;1225;1016;748;522;490;284;184;173;176;255;207;146;99;36;19;57;374;578;194;588;5367;958;811;300
"202512";"08100419";"08";"10";"04";"19";"0810";7372;3761;3611;89;89;76;170;73;81;87;170;180;176;76;214;257;314;188;400;842;884;687;519;383;318;215;136;105;152;171;104;104;82;24;6;89;408;770;214;571;3903;669;532;216
"202512";"08100520";"08";"10";"05";"20";"0810";5751;2989;2762;60;57;63;156;62;71;84;163;166;180;77;210;222;326;203;313;531;445;375;311;306;326;186;114;115;133;160;120;116;70;27;3;60;338;741;210;548;2484;626;528;216
"202512";"08100521";"08";"10";"05";"21";"0810";9320;4783;4537;61;96;85;188;92;102;118;206;260;272;143;447;378;464;251;370;687;683;624;573;613;596;358;193;198;235;354;269;187;143;59;15;61;461;1101;447;842;3801;1147;1056;404
"202512";"08200622";"08";"20";"06";"22";"0820";5852;3205;2647;44;73;58;125;82;61;74;117;130;125;56;157;223;395;226;420;679;570;412;360;292;343;179;80;93;101;134;96;66;53;19;9;44;338;563;157;618;2959;602;424;147
"202512";"08200623";"08";"20";"06";"23";"0820";6360;3222;3138;53;55;51;109;70;60;69;124;151;144;68;204;215;313;172;284;491;492;467;374;346;379;287;163;166;196;264;212;196;153;32;0;53;285;616;204;528;2626;829;838;381
"202512";"08200624";"08";"20";"06";"24";"0820";9073;4511;4562;85;87;100;160;77;69;78;142;142;158;71;215;243;423;331;479;853;842;648;541;470;565;378;230;211;247;329;306;241;215;112;25;85;424;660;215;666;4164;1173;1093;593
"202512";"08200725";"08";"20";"07";"25";"0820";2537;1310;1227;21;14;16;43;21;25;9;48;40;50;30;72;69;118;62;63;109;174;148;148;164;218;147;97;75;106;159;122;80;68;21;0;21;94;202;72;187;868;462;462;169
"202512";"08200726";"08";"20";"07";"26";"0820";6285;3079;3206;45;40;63;123;66;67;63;137;129;123;57;188;182;279;138;209;411;448;432;397;396;439;315;162;154;212;289;272;237;140;57;15;45;292;576;188;461;2431;916;927;449
"202512";"08200727";"08";"20";"07";"27";"0820";8089;3878;4211;67;72;76;115;64;64;52;124;123;112;45;145;174;346;267;418;694;612;548;441;431;493;405;259;249;282;431;346;302;211;87;34;67;327;520;145;520;3411;1157;1308;634
"202512";"08200728";"08";"20";"07";"28";"0820";1197;563;634;3;7;3;13;6;6;3;27;21;16;12;37;31;36;28;44;68;78;55;59;60;112;52;48;36;59;72;74;59;45;21;6;3;29;85;37;67;392;212;241;131
"202512";"08200729";"08";"20";"07";"29";"0820";1860;934;926;9;12;9;31;21;15;15;43;54;40;27;64;42;78;31;70;92;101;121;158;129;163;89;64;53;64;77;75;55;36;12;10;9;73;194;64;120;702;316;269;113
"202512";"08200730";"08";"20";"07";"30";"0820";3368;1737;1631;15;19;19;33;16;22;32;52;42;67;39;89;115;159;84;113;182;184;191;229;197;257;186;102;90;130;183;220;148;104;42;7;15;87;254;89;274;1180;545;623;301
"202512";"08200831";"08";"20";"08";"31";"0820";8260;4003;4257;54;78;54;117;76;84;68;127;139;131;64;209;188;312;170;295;517;569;526;464;485;656;436;287;217;306;460;404;402;255;94;16;54;325;613;209;500;3026;1379;1387;767
"202512";"08200832";"08";"20";"08";"32";"0820";12822;6163;6659;140;164;147;288;140;135;133;284;257;257;126;358;339;527;340;512;820;852;749;672;637;879;573;342;330;389;604;581;647;456;126;18;140;739;1192;358;866;4582;1794;1904;1247
"202512";"08200833";"08";"20";"08";"33";"0820";9451;4732;4719;69;66;97;162;81;87;111;250;225;175;130;294;327;487;302;474;666;642;572;538;510;617;352;230;210;255;429;403;357;236;80;17;69;406;978;294;814;3704;1199;1297;690
"202512";"08300934";"08";"30";"09";"34";"0830";12645;6024;6621;118;137;130;274;133;137;134;258;257;221;135;346;384;583;355;560;866;908;701;637;668;708;537;317;309;411;597;511;665;477;139;32;118;674;1142;346;967;4695;1562;1828;1313
"202512";"08300935";"08";"30";"09";"35";"0830";7670;3637;4033;80;77;86;144;74;57;59;131;107;92;60;150;195;314;204;325;580;551;409;402;369;488;311;197;208;240;411;479;448;303;97;22;80;381;506;150;509;2840;996;1338;870
"202512";"08301036";"08";"30";"10";"36";"0830";7824;3724;4100;77;96;85;175;89;96;102;169;162;146;74;225;277;375;189;344;569;548;443;430;396;461;308;194;155;196;340;329;377;286;85;26;77;445;749;225;652;2919;963;1020;774
"202512";"08301037";"08";"30";"10";"37";"0830";11067;5419;5648;95;129;128;241;128;130;128;291;264;215;109;348;314;537;302;503;877;808;671;624;617;673;457;279;248;350;445;386;370;288;94;18;95;626;1137;348;851;4402;1409;1429;770
"202512";"08401138";"08";"40";"11";"38";"0840";2946;1376;1570;26;27;24;60;30;39;37;62;89;79;24;89;83;103;45;81;158;160;182;164;154;148;118;72;73;104;202;192;161;124;32;4;26;141;330;89;186;944;338;571;321
"202512";"08401139";"08";"40";"11";"39";"0840";4170;1994;2176;28;50;40;60;40;34;31;66;49;55;37;87;90;145;105;202;299;248;250;231;216;335;198;97;94;139;215;225;264;163;65;12;28;190;272;87;235;1551;630;673;504
"202512";"08401140";"08";"40";"11";"40";"0840";2673;1328;1345;22;15;9;47;22;19;36;64;63;49;27;82;84;113;69;99;159;178;141;155;124;199;145;90;88;101;161;132;104;57;13;6;22;93;258;82;197;925;434;482;180
"202512";"08401241";"08";"40";"12";"41";"0840";8396;4233;4163;48;65;69;146;97;59;87;182;169;178;85;256;269;394;208;270;398;452;484;492;508;645;435;231;202;277;516;398;453;239;74;10;48;377;760;256;663;2812;1311;1393;776
"202512";"08401242";"08";"40";"12";"42";"0840";6902;3447;3455;31;51;65;134;55;72;74;155;139;140;64;216;195;292;119;173;309;347;417;419;385;537;411;221;201;246;411;423;298;225;62;15;31;305;644;216;487;2169;1169;1281;600
"202512";"08401243";"08";"40";"12";"43";"0840";10085;4993;5092;73;95;97;212;112;109;101;197;200;187;84;247;292;415;225;383;618;663;554;522;593;698;530;310;268;365;521;482;491;332;94;15;73;516;878;247;707;3558;1538;1636;932
"202512";"08401244";"08";"40";"12";"44";"0840";7324;3550;3774;39;48;63;125;61;81;80;192;176;167;89;226;213;262;112;183;302;382;479;440;426;548;405;194;214;259;412;402;368;256;96;24;39;297;785;226;475;2324;1147;1287;744
"202512";"08401245";"08";"40";"12";"45";"0840";3690;1708;1982;33;35;43;76;48;45;50;83;84;54;29;106;94;145;111;151;251;281;243;226;264;268;149;91;79;91;140;129;114;99;57;21;33;202;345;106;239;1527;508;439;291
"202512";"08401246";"08";"40";"12";"46";"0840";7893;3717;4176;56;77;72;176;84;101;93;191;184;170;82;262;229;317;146;226;404;438;481;488;456;580;391;242;220;277;449;364;352;214;58;13;56;409;821;262;546;2639;1213;1310;637
"202512";"09100101";"09";"10";"01";"01";"0910";13491;6724;6767;103;99;104;271;136;147;139;278;283;257;129;347;340;500;338;573;1211;1543;1503;1287;915;834;475;265;200;226;299;214;213;166;83;13;103;610;1233;347;840;7370;1574;939;475
"202512";"09100202";"09";"10";"02";"02";"0910";4273;2077;2196;27;39;43;75;40;45;40;101;93;89;42;126;111;147;92;163;261;443;407;362;277;326;192;97;75;70;120;82;104;142;39;3;27;197;410;126;258;2005;615;347;288
"202512";"09100203";"09";"10";"02";"03";"0910";7596;3830;3766;47;57;51;85;41;48;48;84;104;67;30;83;164;432;318;456;808;783;607;444;325;465;294;202;163;205;255;195;329;282;106;18;47;234;381;83;596;3741;961;818;735
"202512";"09100304";"09";"10";"03";"04";"0910";12065;5784;6281;86;88;89;237;103;85;92;193;167;156;72;212;229;467;360;600;1111;1321;996;733;554;697;462;276;236;291;400;281;451;676;281;63;86;517;765;212;696;5675;1435;1208;1471
"202512";"09100305";"09";"10";"03";"05";"0910";4428;2201;2227;47;40;30;96;53;34;21;54;56;57;18;77;78;163;124;277;508;638;458;297;226;198;151;95;84;77;129;71;104;86;66;15;47;219;240;77;241;2528;444;361;271
"202512";"09100306";"09";"10";"03";"06";"0910";3099;1558;1541;18;21;30;65;39;40;42;78;77;68;29;104;99;119;39;58;113;172;213;180;156;295;213;107;99;101;155;129;117;99;21;3;18;155;334;104;218;931;615;484;240
"202512";"09100407";"09";"10";"04";"07";"0910";8671;4151;4520;58;87;83;146;85;72;82;146;154;132;66;180;187;288;214;304;547;745;608;466;378;577;403;233;212;277;392;323;463;559;172;32;58;401;652;180;475;3262;1213;1204;1226
"202512";"09100408";"09";"10";"04";"08";"0910";8881;4389;4492;79;72;100;187;97;82;70;205;173;156;81;201;201;422;275;422;716;923;781;651;415;499;371;211;220;237;363;195;215;177;69;15;79;456;767;201;623;4183;1081;1015;476
"202512";"09100409";"09";"10";"04";"09";"0910";5208;2608;2600;72;80;59;150;64;66;64;88;97;83;35;189;224;349;186;252;443;352;288;298;334;365;233;136;93;92;142;126;99;100;40;9;72;353;433;189;573;2153;734;453;248
"202512";"09200510";"09";"20";"05";"10";"0920";8150;4406;3744;68;78;75;163;80;59;83;128;141;115;49;184;291;605;346;634;1055;961;701;521;338;357;235;115;113;127;181;101;94;87;56;9;68;396;575;184;896;4556;707;522;246
"202512";"09200511";"09";"20";"05";"11";"0920";13252;6730;6522;110;95;114;257;114;149;140;312;269;240;115;327;389;815;533;822;1270;1394;1234;863;623;704;482;262;211;272;332;217;235;234;85;33;110;580;1225;327;1204;6739;1448;1032;587
"202512";"09200512";"09";"20";"05";"12";"0920";4444;2358;2086;35;31;34;78;47;24;38;89;65;68;24;84;209;503;227;341;428;492;374;236;186;173;96;84;61;74;110;79;64;54;30;6;35;190;308;84;712;2284;353;324;154
"202512";"09200613";"09";"20";"06";"13";"0920";11227;5999;5228;113;146;115;240;119;116;103;176;187;131;79;217;318;727;486;864;1415;1417;992;710;423;481;280;169;159;178;237;149;159;230;73;18;113;620;792;217;1045;6307;930;723;480
"202512";"09200614";"09";"20";"06";"14";"0920";4160;2099;2061;27;37;42;85;44;44;28;79;76;63;30;125;87;189;94;156;259;333;296;251;196;276;188;117;103;129;243;166;185;155;48;9;27;208;320;125;276;1585;581;641;397
"202512";"09200715";"09";"20";"07";"15";"0920";4355;2321;2034;49;66;69;144;59;70;55;93;67;73;22;57;120;381;238;373;567;599;374;203;141;106;77;46;56;41;75;66;35;27;6;0;49;338;380;57;501;2495;229;238;68
"202512";"09200716";"09";"20";"07";"16";"0920";8373;4255;4118;61;83;63;139;67;71;64;130;156;132;58;242;312;556;340;504;720;774;614;524;407;473;312;195;144;204;275;214;244;198;75;22;61;352;611;242;868;3883;980;837;539
"202512";"09200717";"09";"20";"07";"17";"0920";10214;5256;4958;82;82;94;188;86;90;100;175;152;156;60;242;288;592;333;590;936;961;833;630;525;635;409;241;233;228;369;243;302;250;90;19;82;450;733;242;880;4808;1285;1073;661
"202512";"09200818";"09";"20";"08";"18";"0920";4677;2399;2278;46;49;42;75;43;31;39;78;55;72;25;69;100;336;186;348;525;558;428;283;216;227;156;91;75;89;142;120;81;52;25;15;46;209;300;69;436;2544;474;426;173
"202512";"09200819";"09";"20";"08";"19";"0920";8928;4526;4402;57;61;79;182;106;94;70;201;178;173;90;282;328;476;269;418;694;891;815;590;471;493;316;209;168;202;273;194;238;244;60;6;57;428;806;282;804;4148;1018;837;548
"202512";"09300920";"09";"30";"09";"20";"0930";13331;6529;6802;120;124;130;305;204;165;168;351;330;321;147;399;392;474;222;357;753;1140;992;881;787;974;648;414;344;403;555;393;415;291;101;31;120;763;1482;399;866;5132;2036;1695;838
"202512";"09300921";"09";"30";"09";"21";"0930";3045;1505;1540;22;15;27;69;35;25;28;66;60;82;33;119;75;124;39;113;134;242;210;222;190;258;176;106;69;93;130;102;96;65;17;3;22;146;294;119;199;1150;540;394;181
"202512";"09300922";"09";"30";"09";"22";"0930";6082;2920;3162;67;72;79;159;72;66;77;171;167;122;52;183;191;264;146;194;391;457;400;321;290;433;300;211;201;236;273;205;126;114;33;9;67;382;655;183;455;2199;944;915;282
"202512";"09300923";"09";"30";"09";"23";"0930";9537;4689;4848;116;141;139;258;141;152;148;279;265;277;118;396;331;398;224;337;586;712;706;605;545;655;457;222;227;242;313;213;172;126;30;6;116;679;1239;396;729;3715;1334;995;334
"202512";"09301024";"09";"30";"10";"24";"0930";3786;1810;1976;39;62;48;135;61;53;49;88;77;63;24;96;95;151;117;170;306;388;237;236;176;209;153;81;76;94;114;99;119;105;46;19;39;306;354;96;246;1630;443;383;289
"202512";"09301025";"09";"30";"10";"25";"0930";11905;6006;5899;98;89;98;226;93;121;123;252;228;252;103;349;359;466;248;380;636;863;851;733;710;950;640;410;322;404;590;450;434;327;72;28;98;506;1079;349;825;4421;2000;1766;861
"202512";"09301126";"09";"30";"11";"26";"0930";8551;4156;4395;90;72;88;182;78;91;96;178;147;138;45;166;148;267;140;289;585;868;741;559;427;557;356;198;196;251;408;333;367;365;113;12;90;420;695;166;415;3609;1111;1188;857
"202512";"09301227";"09";"30";"12";"27";"0930";1851;922;929;6;15;16;30;19;12;19;35;27;42;19;53;44;43;16;12;59;107;147;114;127;152;114;48;46;79;142;104;109;67;22;6;6;80;154;53;87;582;314;371;204
"202512";"09301228";"09";"30";"12";"28";"0930";2677;1341;1336;22;18;15;66;28;30;24;59;57;55;18;60;62;73;49;67;111;181;181;192;165;242;173;84;81;99;136;109;111;87;22;0;22;127;243;60;135;946;499;425;220
"202512";"09401329";"09";"40";"13";"29";"0940";11871;5737;6134;99;95;96;203;99;110;91;214;181;193;100;239;239;403;272;341;602;997;824;624;593;789;658;357;350;489;678;475;657;603;176;24;99;493;889;239;642;4253;1804;1992;1460
"202512";"09401330";"09";"40";"13";"30";"0940";1889;904;985;9;15;16;25;18;12;15;39;36;43;21;66;33;52;12;30;62;124;117;136;147;145;115;55;62;72;131;72;97;88;18;6;9;74;166;66;85;628;315;337;209
"202512";"09401431";"09";"40";"14";"31";"0940";6101;2746;3355;47;51;53;116;54;61;75;121;119;93;61;160;137;193;121;166;318;446;382;310;233;301;186;151;137;183;330;397;547;407;115;30;47;274;530;160;330;1976;638;1047;1099
"202512";"09401432";"09";"40";"14";"32";"0940";1577;750;827;15;24;18;33;13;18;27;41;30;30;18;39;42;43;33;40;82;112;103;92;109;106;87;51;45;66;85;61;66;33;15;0;15;88;164;39;85;571;244;257;114
"202512";"09401433";"09";"40";"14";"33";"0940";4207;2032;2175;24;21;24;51;27;24;33;54;63;53;30;106;126;160;99;111;182;265;270;248;196;211;153;90;105;176;395;247;263;246;106;48;24;123;257;106;286;1371;454;923;663
"202512";"09401534";"09";"40";"15";"34";"0940";7411;3749;3662;52;77;79;161;73;84;94;175;160;160;74;258;226;355;187;271;545;724;663;517;374;445;305;215;184;198;301;180;154;77;39;4;52;390;747;258;581;3281;965;863;274
"202512";"09401635";"09";"40";"16";"35";"0940";7015;3495;3520;30;30;34;126;73;66;60;146;155;138;75;202;159;150;67;89;195;482;524;440;416;610;522;308;250;274;470;333;314;198;70;9;30;263;640;202;309;2213;1440;1327;591
"202512";"09501736";"09";"50";"17";"36";"0950";4661;2254;2407;25;42;24;99;42;36;46;109;94;80;30;112;111;139;79;132;203;388;366;332;242;362;203;118;134;157;249;169;207;211;105;15;25;207;395;112;250;1742;683;709;538
"202512";"09501737";"09";"50";"17";"37";"0950";14353;6586;7767;72;82;94;222;112;152;147;273;263;259;126;398;348;429;238;304;515;981;1006;993;838;1132;773;498;382;438;712;508;800;833;328;97;72;510;1220;398;777;4875;2403;2040;2058
"202512";"09501838";"09";"50";"18";"38";"0950";11227;5600;5627;79;102;108;220;125;116;111;238;214;197;97;316;285;344;174;257;508;809;780;688;652;884;590;399;329;384;650;489;521;391;138;32;79;555;973;316;629;3868;1873;1852;1082
"202512";"09501939";"09";"50";"19";"39";"0950";6828;3381;3447;67;72;70;146;71;73;78;131;121;107;46;165;145;273;226;319;569;756;612;476;324;372;235;153;123;191;282;168;190;167;81;19;67;359;556;165;418;3282;760;764;457
"202512";"09501940";"09";"50";"19";"40";"0950";2773;1378;1395;21;27;31;47;43;35;23;50;36;52;18;57;67;130;83;150;262;290;260;217;125;173;95;59;61;60;85;75;80;43;15;3;21;148;214;57;197;1387;327;281;141
"202512";"09501941";"09";"50";"19";"41";"0950";2888;1372;1516;24;24;25;48;18;27;24;34;37;37;21;48;33;85;60;113;209;282;233;187;130;183;134;79;82;106;167;105;159;117;45;12;24;115;180;48;118;1214;396;460;333
"202512";"09502042";"09";"50";"20";"42";"0950";4484;2173;2311;36;48;42;72;51;43;47;93;66;76;27;105;96;155;91;174;315;440;335;300;229;257;155;134;96;140;211;179;214;176;68;13;36;213;352;105;251;1884;546;626;471
"202512";"09502043";"09";"50";"20";"43";"0950";9144;4251;4893;54;62;51;127;66;55;78;151;165;135;58;217;212;295;167;263;480;715;657;501;496;612;461;307;259;341;506;368;456;568;213;48;54;306;642;217;507;3279;1380;1474;1285
"202512";"10100101";"10";"10";"01";"01";"1010";5826;2877;2949;47;52;51;129;69;55;82;149;136;132;41;204;200;250;131;202;377;523;497;385;295;337;281;200;187;264;288;140;53;55;14;0;47;301;595;204;450;2410;818;879;122
"202512";"10100102";"10";"10";"01";"02";"1010";3725;1911;1814;48;34;44;93;37;34;45;90;76;91;40;120;110;161;85;135;255;352;291;232;210;191;150;117;112;159;195;71;91;32;18;6;48;208;376;120;271;1560;458;537;147
"202512";"10100103";"10";"10";"01";"03";"1010";8113;4161;3952;71;88;81;139;102;74;70;155;160;167;90;217;288;411;190;346;545;642;635;409;375;406;352;280;288;408;485;256;180;147;44;12;71;410;716;217;699;3142;1038;1437;383
"202512";"10100104";"10";"10";"01";"04";"1010";7669;3900;3769;50;76;61;168;96;85;77;205;212;209;98;284;279;375;162;273;446;682;696;543;403;415;335;260;233;255;309;193;104;66;13;6;50;401;886;284;654;3205;1010;990;189
"202512";"10100205";"10";"10";"02";"05";"1010";1247;864;383;28;38;18;33;10;10;15;28;24;16;9;29;63;118;51;99;124;130;122;83;51;39;31;16;10;15;21;9;7;0;0;0;28;99;102;29;181;660;86;55;7
"202512";"10100206";"10";"10";"02";"06";"1010";11801;5770;6031;102;119;112;229;137;114;131;285;268;208;138;392;401;571;303;487;818;981;1006;753;514;501;325;248;298;489;872;424;274;200;78;23;102;597;1144;392;972;4862;1074;2083;575
"202512";"10100207";"10";"10";"02";"07";"1010";8362;4286;4076;45;75;54;135;76;71;100;161;175;179;87;266;255;369;209;293;509;758;811;537;409;458;315;206;269;417;536;291;155;100;34;7;45;340;773;266;624;3526;979;1513;296
"202512";"10100208";"10";"10";"02";"08";"1010";10398;5264;5134;82;107;87;179;97;89;96;168;176;153;86;197;234;545;361;444;794;859;755;613;429;473;323;220;259;428;775;538;410;299;95;27;82;470;768;197;779;4255;1016;2000;831
"202512";"10100209";"10";"10";"02";"09";"1010";9691;4882;4809;139;108;93;237;94;83;107;220;198;214;87;309;342;521;260;392;664;822;721;599;406;431;265;199;221;406;706;390;258;154;39;6;139;532;909;309;863;3864;895;1723;457
"202512";"10100210";"10";"10";"02";"10";"1010";10853;5317;5536;74;83;91;221;125;110;84;217;229;202;92;296;326;470;240;374;621;823;776;659;495;515;360;230;251;468;996;628;425;243;94;35;74;520;934;296;796;3988;1105;2343;797
"202512";"10100311";"10";"10";"03";"11";"1010";2970;1616;1354;22;31;20;47;28;33;19;60;50;59;19;68;108;203;125;169;244;233;230;193;114;170;120;76;58;82;133;88;80;66;19;3;22;126;240;68;311;1308;366;361;168
"202512";"10100312";"10";"10";"03";"12";"1010";16407;8133;8274;124;145;142;291;137;133;166;296;271;312;121;434;498;838;447;653;1163;1407;1168;990;722;761;511;352;342;532;1162;935;735;434;146;39;124;715;1299;434;1336;6550;1624;2971;1354
"202512";"10100313";"10";"10";"03";"13";"1010";5021;2589;2432;50;41;39;74;46;48;27;61;79;81;33;97;119;254;151;236;312;354;327;321;216;287;166;180;149;230;445;241;177;137;40;3;50;200;329;97;373;1917;633;1065;357
"202512";"10100314";"10";"10";"03";"14";"1010";6418;3092;3326;43;50;52;108;39;46;45;111;114;133;64;204;189;229;121;203;322;448;443;424;338;304;203;139;145;217;603;496;314;210;55;6;43;249;513;204;418;2299;646;1461;585
"202512";"10100315";"10";"10";"03";"15";"1010";8408;4129;4279;74;99;94;194;103;88;89;191;177;179;82;269;263;437;216;309;550;695;621;491;355;360;255;194;180;290;607;449;313;131;49;4;74;490;806;269;700;3237;809;1526;497
"202512";"10100316";"10";"10";"03";"16";"1010";3675;1664;2011;20;34;15;87;52;63;41;90;78;70;33;86;90;79;54;87;192;360;268;218;161;182;176;103;85;123;218;155;152;193;86;24;20;188;375;86;169;1340;461;581;455
"202512";"10200417";"10";"20";"04";"17";"1020";8039;4001;4038;62;87;96;207;104;101;101;248;251;261;117;363;316;408;212;329;597;780;643;506;380;444;309;212;178;208;224;139;75;56;22;3;62;494;1079;363;724;3447;965;749;156
"202512";"10200418";"10";"20";"04";"18";"1020";7506;3795;3711;75;85;66;168;100;90;104;182;145;144;57;203;194;325;206;346;579;788;680;435;306;408;312;230;216;271;309;186;139;105;40;12;75;419;722;203;519;3340;950;982;296
"202512";"10200419";"10";"20";"04";"19";"1020";4336;2219;2117;40;53;64;107;43;64;41;104;112;86;49;156;152;229;131;206;384;467;374;267;193;204;170;114;93;123;139;79;49;34;6;3;40;267;456;156;381;2022;488;434;92
"202512";"10200420";"10";"20";"04";"20";"1020";9150;4566;4584;105;117;122;251;137;114;142;244;243;217;99;330;310;431;226;396;703;875;796;530;336;463;393;262;225;287;359;189;122;88;30;8;105;627;1059;330;741;3862;1118;1060;248
"202512";"10200421";"10";"20";"04";"21";"1020";1745;867;878;3;18;16;29;18;13;19;36;34;53;35;53;61;119;68;88;141;179;138;99;91;103;54;50;33;44;61;25;21;25;12;6;3;81;190;53;180;804;207;163;64
"202512";"10200422";"10";"20";"04";"22";"1020";7358;3733;3625;69;83;87;183;114;104;101;180;238;191;96;298;269;329;216;335;593;732;584;449;329;366;265;184;164;196;235;122;107;85;45;9;69;467;910;298;598;3238;815;717;246
"202512";"10200423";"10";"20";"04";"23";"1020";6284;3320;2964;59;75;85;134;70;73;66;160;142;143;60;233;233;351;215;337;532;684;556;438;326;325;219;150;113;159;140;96;62;36;9;3;59;364;644;233;584;3088;694;508;110
"202512";"10200524";"10";"20";"05";"24";"1020";12037;5869;6168;173;168;153;299;135;169;126;280;215;237;109;326;300;514;352;484;889;1189;894;621;483;812;644;414;372;481;463;282;230;171;46;6;173;755;1136;326;814;4912;1870;1598;453
"202512";"10200525";"10";"20";"05";"25";"1020";5407;2726;2681;38;64;62;144;69;70;88;170;160;130;72;203;213;209;108;156;339;500;451;372;246;343;315;167;146;156;193;87;83;37;13;3;38;339;690;203;422;2172;825;582;136
"202512";"10200526";"10";"20";"05";"26";"1020";6311;3306;3005;58;74;57;171;85;76;86;173;205;203;98;265;279;284;158;222;488;632;572;381;262;298;266;148;135;164;213;85;75;62;32;4;58;387;841;265;563;2715;712;597;173
"202512";"10200627";"10";"20";"06";"27";"1020";3733;1888;1845;24;50;43;74;25;40;30;50;73;66;31;79;74;142;92;139;282;452;344;217;153;219;173;117;147;140;213;128;49;54;13;0;24;192;290;79;216;1679;509;628;116
"202512";"10200628";"10";"20";"06";"28";"1020";6490;3215;3275;52;50;72;178;93;84;104;213;211;168;81;229;193;226;132;231;489;678;532;407;290;363;293;204;173;193;235;139;104;58;9;6;52;393;861;229;419;2759;860;740;177
"202512";"10200629";"10";"20";"06";"29";"1020";9534;4571;4963;67;64;72;163;83;99;74;157;158;147;60;221;205;434;265;345;564;881;715;539;406;455;360;257;310;402;746;495;364;262;119;45;67;382;695;221;639;3715;1072;1953;790
"202512";"10200630";"10";"20";"06";"30";"1020";7003;3353;3650;60;61;74;139;65;55;57;141;144;117;75;178;197;256;136;193;335;491;485;365;269;444;422;329;307;355;431;271;264;195;63;29;60;339;589;178;453;2274;1195;1364;551
"202512";"10300731";"10";"30";"07";"31";"1030";7681;3753;3928;42;46;41;125;67;64;50;157;125;130;53;187;175;348;173;230;314;413;473;484;375;535;458;299;269;340;554;431;365;253;87;18;42;279;579;187;523;2462;1292;1594;723
